FileName,efConstruction,M,efSearch,construction_time,memory,recall,search_time,construct_dc_counts,search_dc_counts
vdb_arxiv-titles-384-angular-no-filters,200,4,600,0.0,0,0.9693866666666666,0.018119398644193985,1169913,271790979
vdb_arxiv-titles-384-angular-no-filters,200,8,100,0.0,0,0.9875533333333333,0.017264266242273146,2339827,258963993
vdb_arxiv-titles-384-angular-no-filters,200,8,200,0.0,0,0.9943799999999999,0.017844259180128573,2339827,267663887
vdb_arxiv-titles-384-angular-no-filters,200,8,400,0.0,0,0.9965933333333333,0.025932510662823913,2339827,388987659
vdb_arxiv-titles-384-angular-no-filters,200,8,600,0.0,0,0.9975466666666667,0.033053134288638826,2339827,495797014
vdb_arxiv-titles-384-angular-no-filters,200,16,100,0.0,0,0.9963333333333333,0.008168655051849771,4679655,122529825
vdb_arxiv-titles-384-angular-no-filters,200,16,200,0.0,0,0.99808,0.008892387803643936,4679655,133385817
vdb_arxiv-titles-384-angular-no-filters,200,16,400,0.0,0,0.9988866666666666,0.011941017373465,4679655,179115260
vdb_arxiv-titles-384-angular-no-filters,200,16,600,0.0,0,0.9991866666666667,0.04628603935707361,4679655,694290590
vdb_arxiv-titles-384-angular-no-filters,200,32,100,0.0,0,0.9980666666666667,0.027464819978922604,9359310,411972299
vdb_arxiv-titles-384-angular-no-filters,200,32,200,0.0,0,0.9988666666666667,0.03442271607927978,9359310,516340741
vdb_arxiv-titles-384-angular-no-filters,200,32,400,0.0,0,0.9990733333333334,0.03883435348980128,9359310,582515302
vdb_arxiv-titles-384-angular-no-filters,200,32,600,0.0,0,0.9993333333333333,0.05998515214305371,9359310,899777282
