FileName,SIZE,DIM,LID,Sum_K_MinDist,Sum_K_MaxDist,Sum_K_StdDist,q_SIZE,q_K_MinRatio,q_K_MaxRatio,q_K_MeanRatio,q_K_StdRatio,efConstruction,M,efSearch,construction_time,memory,recall,search_time,construct_dc_counts,search_dc_counts,average_construct_dc_counts,average_search_dc_counts,whole_search_time
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,80,32,100,0.0,0,0.847002,0.003605061257258,2785009,36050612,3,3606,36.05061257258
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,80,32,200,0.0,0,0.902425,0.0042564443312585,2785009,42564443,3,4257,42.564443312585
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,80,32,400,0.0,0,0.945222,0.0049902708735316,2785009,49902708,3,4991,49.902708735316004
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,80,32,600,0.0,0,0.967628,0.0061048531206324,2785009,61048531,3,6105,61.048531206324
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,120,4,100,0.0,0,0.5105699999999999,0.0026689220685511,522189,26689220,1,2669,26.689220685511
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,120,4,200,0.0,0,0.612853,0.003757604304701,522189,37576043,1,3758,37.57604304701
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,120,4,400,0.0,0,0.675506,0.0042357809841632,522189,42357809,1,4236,42.357809841632005
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,120,4,600,0.0,0,0.7139289999999999,0.0047381014330312,522189,47381014,1,4739,47.381014330312
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,120,8,100,0.0,0,0.728142,0.003565155621618,1044378,35651556,1,3566,35.65155621618
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,120,8,200,0.0,0,0.802268,0.0036229604622349,1044378,36229604,1,3623,36.229604622349
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,120,8,400,0.0,0,0.8558040000000001,0.0043995016952976,1044378,43995016,1,4400,43.995016952976
